"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","CPI","TOT","AGRWTH","M","2019-08",0.3879728,
"ITA","CPI","TOT","AGRWTH","M","2019-09",0.2923976,
"ITA","CPI","TOT","AGRWTH","M","2019-10",0.1949318,
"ITA","CPI","TOT","AGRWTH","M","2019-11",0.1953125,
"ITA","CPI","TOT","AGRWTH","M","2019-12",0.4887586,
"JPN","CPI","TOT","AGRWTH","M","2011-01",-0.6,
"JPN","CPI","TOT","AGRWTH","M","2011-02",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2011-03",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2011-04",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-05",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-06",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2011-07",0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-09",0,
"JPN","CPI","TOT","AGRWTH","M","2011-10",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2011-11",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2011-12",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-01",0.1,
"JPN","CPI","TOT","AGRWTH","M","2012-02",0.3,
"JPN","CPI","TOT","AGRWTH","M","2012-03",0.5,
"JPN","CPI","TOT","AGRWTH","M","2012-04",0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-05",0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-06",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-07",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-08",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-09",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2012-10",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2012-11",-0.2,
"JPN","CPI","TOT","AGRWTH","M","2012-12",-0.1,
"JPN","CPI","TOT","AGRWTH","M","2013-01",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2013-02",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-03",-0.9,
"JPN","CPI","TOT","AGRWTH","M","2013-04",-0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-05",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2013-06",0.2,
"JPN","CPI","TOT","AGRWTH","M","2013-07",0.7,
"JPN","CPI","TOT","AGRWTH","M","2013-08",0.9,
"JPN","CPI","TOT","AGRWTH","M","2013-09",1.1,
"JPN","CPI","TOT","AGRWTH","M","2013-10",1.1,
"JPN","CPI","TOT","AGRWTH","M","2013-11",1.5,
"JPN","CPI","TOT","AGRWTH","M","2013-12",1.6,
"JPN","CPI","TOT","AGRWTH","M","2014-01",1.4,
"JPN","CPI","TOT","AGRWTH","M","2014-02",1.5,
"JPN","CPI","TOT","AGRWTH","M","2014-03",1.6,
"JPN","CPI","TOT","AGRWTH","M","2014-04",3.4,
"JPN","CPI","TOT","AGRWTH","M","2014-05",3.7,
"JPN","CPI","TOT","AGRWTH","M","2014-06",3.6,
"JPN","CPI","TOT","AGRWTH","M","2014-07",3.4,
"JPN","CPI","TOT","AGRWTH","M","2014-08",3.3,
"JPN","CPI","TOT","AGRWTH","M","2014-09",3.2,
"JPN","CPI","TOT","AGRWTH","M","2014-10",2.9,
"JPN","CPI","TOT","AGRWTH","M","2014-11",2.4,
"JPN","CPI","TOT","AGRWTH","M","2014-12",2.4,
"JPN","CPI","TOT","AGRWTH","M","2015-01",2.4,
"JPN","CPI","TOT","AGRWTH","M","2015-02",2.2,
"JPN","CPI","TOT","AGRWTH","M","2015-03",2.3,
"JPN","CPI","TOT","AGRWTH","M","2015-04",0.6,
"JPN","CPI","TOT","AGRWTH","M","2015-05",0.5,
"JPN","CPI","TOT","AGRWTH","M","2015-06",0.4,
"JPN","CPI","TOT","AGRWTH","M","2015-07",0.2,
"JPN","CPI","TOT","AGRWTH","M","2015-08",0.2,
"JPN","CPI","TOT","AGRWTH","M","2015-09",0,
"JPN","CPI","TOT","AGRWTH","M","2015-10",0.3,
"JPN","CPI","TOT","AGRWTH","M","2015-11",0.3,
"JPN","CPI","TOT","AGRWTH","M","2015-12",0.2,
"JPN","CPI","TOT","AGRWTH","M","2016-01",-0.1,
"JPN","CPI","TOT","AGRWTH","M","2016-02",0.2,
"JPN","CPI","TOT","AGRWTH","M","2016-03",0,
"JPN","CPI","TOT","AGRWTH","M","2016-04",-0.3,
"JPN","CPI","TOT","AGRWTH","M","2016-05",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-06",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2016-07",-0.4,
"JPN","CPI","TOT","AGRWTH","M","2016-08",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-09",-0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-10",0.1,
"JPN","CPI","TOT","AGRWTH","M","2016-11",0.5,
"JPN","CPI","TOT","AGRWTH","M","2016-12",0.3,
"JPN","CPI","TOT","AGRWTH","M","2017-01",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-02",0.3,
"JPN","CPI","TOT","AGRWTH","M","2017-03",0.2,
"JPN","CPI","TOT","AGRWTH","M","2017-04",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-05",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-06",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-07",0.4,
"JPN","CPI","TOT","AGRWTH","M","2017-08",0.7,
"JPN","CPI","TOT","AGRWTH","M","2017-09",0.7,
"JPN","CPI","TOT","AGRWTH","M","2017-10",0.2,
"JPN","CPI","TOT","AGRWTH","M","2017-11",0.6,
"JPN","CPI","TOT","AGRWTH","M","2017-12",1,
"JPN","CPI","TOT","AGRWTH","M","2018-01",1.4,
"JPN","CPI","TOT","AGRWTH","M","2018-02",1.5,
"JPN","CPI","TOT","AGRWTH","M","2018-03",1.1,
"JPN","CPI","TOT","AGRWTH","M","2018-04",0.6,
"JPN","CPI","TOT","AGRWTH","M","2018-05",0.7,
"JPN","CPI","TOT","AGRWTH","M","2018-06",0.7,
"JPN","CPI","TOT","AGRWTH","M","2018-07",0.9,
"JPN","CPI","TOT","AGRWTH","M","2018-08",1.3,
"JPN","CPI","TOT","AGRWTH","M","2018-09",1.2,
"JPN","CPI","TOT","AGRWTH","M","2018-10",1.4,
"JPN","CPI","TOT","AGRWTH","M","2018-11",0.8,
"JPN","CPI","TOT","AGRWTH","M","2018-12",0.3,
"JPN","CPI","TOT","AGRWTH","M","2019-01",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-02",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-03",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-04",0.9,
"JPN","CPI","TOT","AGRWTH","M","2019-05",0.7,
"JPN","CPI","TOT","AGRWTH","M","2019-06",0.7,
"JPN","CPI","TOT","AGRWTH","M","2019-07",0.5,
"JPN","CPI","TOT","AGRWTH","M","2019-08",0.3,
"JPN","CPI","TOT","AGRWTH","M","2019-09",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-10",0.2,
"JPN","CPI","TOT","AGRWTH","M","2019-11",0.5,
"KOR","CPI","TOT","AGRWTH","M","2011-01",3.440994,
"KOR","CPI","TOT","AGRWTH","M","2011-02",3.938728,
"KOR","CPI","TOT","AGRWTH","M","2011-03",4.133366,
"KOR","CPI","TOT","AGRWTH","M","2011-04",3.815792,
"KOR","CPI","TOT","AGRWTH","M","2011-05",3.912196,
"KOR","CPI","TOT","AGRWTH","M","2011-06",4.217106,
"KOR","CPI","TOT","AGRWTH","M","2011-07",4.509045,
"KOR","CPI","TOT","AGRWTH","M","2011-08",4.68579,
"KOR","CPI","TOT","AGRWTH","M","2011-09",3.759178,
"KOR","CPI","TOT","AGRWTH","M","2011-10",3.561498,
"KOR","CPI","TOT","AGRWTH","M","2011-11",4.175172,
"KOR","CPI","TOT","AGRWTH","M","2011-12",4.158648,
"KOR","CPI","TOT","AGRWTH","M","2012-01",3.345869,
"KOR","CPI","TOT","AGRWTH","M","2012-02",3.032858,
"KOR","CPI","TOT","AGRWTH","M","2012-03",2.661791,
"KOR","CPI","TOT","AGRWTH","M","2012-04",2.55302,
"KOR","CPI","TOT","AGRWTH","M","2012-05",2.538555,
"KOR","CPI","TOT","AGRWTH","M","2012-06",2.196198,
"KOR","CPI","TOT","AGRWTH","M","2012-07",1.477122,
"KOR","CPI","TOT","AGRWTH","M","2012-08",1.266472,
"KOR","CPI","TOT","AGRWTH","M","2012-09",2.087324,
"KOR","CPI","TOT","AGRWTH","M","2012-10",2.091309,
"KOR","CPI","TOT","AGRWTH","M","2012-11",1.631426,
"KOR","CPI","TOT","AGRWTH","M","2012-12",1.425858,
"KOR","CPI","TOT","AGRWTH","M","2013-01",1.629169,
"KOR","CPI","TOT","AGRWTH","M","2013-02",1.583652,
"KOR","CPI","TOT","AGRWTH","M","2013-03",1.461025,
"KOR","CPI","TOT","AGRWTH","M","2013-04",1.329647,
"KOR","CPI","TOT","AGRWTH","M","2013-05",1.148439,
"KOR","CPI","TOT","AGRWTH","M","2013-06",1.168701,
"KOR","CPI","TOT","AGRWTH","M","2013-07",1.615397,
"KOR","CPI","TOT","AGRWTH","M","2013-08",1.504683,
"KOR","CPI","TOT","AGRWTH","M","2013-09",0.9802816,
"KOR","CPI","TOT","AGRWTH","M","2013-10",0.8608911,
"KOR","CPI","TOT","AGRWTH","M","2013-11",1.201093,
"KOR","CPI","TOT","AGRWTH","M","2013-12",1.143381,
"KOR","CPI","TOT","AGRWTH","M","2014-01",1.080296,
"KOR","CPI","TOT","AGRWTH","M","2014-02",1.01246,
"KOR","CPI","TOT","AGRWTH","M","2014-03",1.292008,
"KOR","CPI","TOT","AGRWTH","M","2014-04",1.498196,
"KOR","CPI","TOT","AGRWTH","M","2014-05",1.665798,
"KOR","CPI","TOT","AGRWTH","M","2014-06",1.658617,
"KOR","CPI","TOT","AGRWTH","M","2014-07",1.589716,
"KOR","CPI","TOT","AGRWTH","M","2014-08",1.408107,
"KOR","CPI","TOT","AGRWTH","M","2014-09",1.146437,
"KOR","CPI","TOT","AGRWTH","M","2014-10",1.14994,
"KOR","CPI","TOT","AGRWTH","M","2014-11",0.9657702,
"KOR","CPI","TOT","AGRWTH","M","2014-12",0.8333418,
"KOR","CPI","TOT","AGRWTH","M","2015-01",0.9746273,
"KOR","CPI","TOT","AGRWTH","M","2015-02",0.644992,
"KOR","CPI","TOT","AGRWTH","M","2015-03",0.4705147,
"KOR","CPI","TOT","AGRWTH","M","2015-04",0.4359777,
"KOR","CPI","TOT","AGRWTH","M","2015-05",0.5518641,
"KOR","CPI","TOT","AGRWTH","M","2015-06",0.701539,
"KOR","CPI","TOT","AGRWTH","M","2015-07",0.7346808,
"KOR","CPI","TOT","AGRWTH","M","2015-08",0.700297,
"KOR","CPI","TOT","AGRWTH","M","2015-09",0.5039756,
"KOR","CPI","TOT","AGRWTH","M","2015-10",0.8075885,
"KOR","CPI","TOT","AGRWTH","M","2015-11",0.8193082,
"KOR","CPI","TOT","AGRWTH","M","2015-12",1.132213,
"KOR","CPI","TOT","AGRWTH","M","2016-01",0.6214293,
"KOR","CPI","TOT","AGRWTH","M","2016-02",1.113228,
"KOR","CPI","TOT","AGRWTH","M","2016-03",0.8423586,
"KOR","CPI","TOT","AGRWTH","M","2016-04",1.002506,
"KOR","CPI","TOT","AGRWTH","M","2016-05",0.7797661,
"KOR","CPI","TOT","AGRWTH","M","2016-06",0.7396302,
"KOR","CPI","TOT","AGRWTH","M","2016-07",0.369151,
"KOR","CPI","TOT","AGRWTH","M","2016-08",0.4881937,
"KOR","CPI","TOT","AGRWTH","M","2016-09",1.348517,
"KOR","CPI","TOT","AGRWTH","M","2016-10",1.488363,
"KOR","CPI","TOT","AGRWTH","M","2016-11",1.531225,
"KOR","CPI","TOT","AGRWTH","M","2016-12",1.337058,
"KOR","CPI","TOT","AGRWTH","M","2017-01",2.241259,
"KOR","CPI","TOT","AGRWTH","M","2017-02",2.08292,
"KOR","CPI","TOT","AGRWTH","M","2017-03",2.277247,
"KOR","CPI","TOT","AGRWTH","M","2017-04",1.955335,
"KOR","CPI","TOT","AGRWTH","M","2017-05",2.003769,
"KOR","CPI","TOT","AGRWTH","M","2017-06",1.805735,
"KOR","CPI","TOT","AGRWTH","M","2017-07",2.166998,
"KOR","CPI","TOT","AGRWTH","M","2017-08",2.488598,
"KOR","CPI","TOT","AGRWTH","M","2017-09",2.000788,
"KOR","CPI","TOT","AGRWTH","M","2017-10",1.761811,
"KOR","CPI","TOT","AGRWTH","M","2017-11",1.153278,
"KOR","CPI","TOT","AGRWTH","M","2017-12",1.408035,
"KOR","CPI","TOT","AGRWTH","M","2018-01",0.7599376,
"KOR","CPI","TOT","AGRWTH","M","2018-02",1.253401,
"KOR","CPI","TOT","AGRWTH","M","2018-03",1.215362,
"KOR","CPI","TOT","AGRWTH","M","2018-04",1.528427,
"KOR","CPI","TOT","AGRWTH","M","2018-05",1.468443,
"KOR","CPI","TOT","AGRWTH","M","2018-06",1.481337,
"KOR","CPI","TOT","AGRWTH","M","2018-07",1.118895,
"KOR","CPI","TOT","AGRWTH","M","2018-08",1.43175,
"KOR","CPI","TOT","AGRWTH","M","2018-09",2.087158,
"KOR","CPI","TOT","AGRWTH","M","2018-10",2.002128,
"KOR","CPI","TOT","AGRWTH","M","2018-11",2.03664,
"KOR","CPI","TOT","AGRWTH","M","2018-12",1.320517,
"KOR","CPI","TOT","AGRWTH","M","2019-01",0.7928834,
"KOR","CPI","TOT","AGRWTH","M","2019-02",0.4606084,
"KOR","CPI","TOT","AGRWTH","M","2019-03",0.3746398,
"KOR","CPI","TOT","AGRWTH","M","2019-04",0.5561416,
"KOR","CPI","TOT","AGRWTH","M","2019-05",0.6804677,
"KOR","CPI","TOT","AGRWTH","M","2019-06",0.7202535,
"KOR","CPI","TOT","AGRWTH","M","2019-07",0.6061772,
"KOR","CPI","TOT","AGRWTH","M","2019-08",-0.03814974,
"KOR","CPI","TOT","AGRWTH","M","2019-09",-0.4259347,
"KOR","CPI","TOT","AGRWTH","M","2019-10",0,
"KOR","CPI","TOT","AGRWTH","M","2019-11",0.152803,
"KOR","CPI","TOT","AGRWTH","M","2019-12",0.7379013,
"LUX","CPI","TOT","AGRWTH","M","2011-01",3.161305,
"LUX","CPI","TOT","AGRWTH","M","2011-02",3.565515,
"LUX","CPI","TOT","AGRWTH","M","2011-03",3.732162,
"LUX","CPI","TOT","AGRWTH","M","2011-04",3.732078,
"LUX","CPI","TOT","AGRWTH","M","2011-05",3.594057,
"LUX","CPI","TOT","AGRWTH","M","2011-06",3.517972,
"LUX","CPI","TOT","AGRWTH","M","2011-07",2.904746,
"LUX","CPI","TOT","AGRWTH","M","2011-08",3.264288,
"LUX","CPI","TOT","AGRWTH","M","2011-09",3.339115,
"LUX","CPI","TOT","AGRWTH","M","2011-10",3.378817,
"LUX","CPI","TOT","AGRWTH","M","2011-11",3.557911,
"LUX","CPI","TOT","AGRWTH","M","2011-12",3.18025,
"LUX","CPI","TOT","AGRWTH","M","2012-01",2.934488,
"LUX","CPI","TOT","AGRWTH","M","2012-02",3.037732,
"LUX","CPI","TOT","AGRWTH","M","2012-03",2.645503,
"LUX","CPI","TOT","AGRWTH","M","2012-04",2.67989,
"LUX","CPI","TOT","AGRWTH","M","2012-05",2.478119,
"LUX","CPI","TOT","AGRWTH","M","2012-06",2.490765,
"LUX","CPI","TOT","AGRWTH","M","2012-07",2.47124,
"LUX","CPI","TOT","AGRWTH","M","2012-08",2.583491,
"LUX","CPI","TOT","AGRWTH","M","2012-09",2.916492,
"LUX","CPI","TOT","AGRWTH","M","2012-10",2.901739,
"LUX","CPI","TOT","AGRWTH","M","2012-11",2.506266,
"LUX","CPI","TOT","AGRWTH","M","2012-12",2.319507,
"LUX","CPI","TOT","AGRWTH","M","2013-01",2.093415,
"LUX","CPI","TOT","AGRWTH","M","2013-02",2.306817,
"LUX","CPI","TOT","AGRWTH","M","2013-03",1.969072,
"LUX","CPI","TOT","AGRWTH","M","2013-04",1.726264,
"LUX","CPI","TOT","AGRWTH","M","2013-05",1.646429,
"LUX","CPI","TOT","AGRWTH","M","2013-06",2.05952,
"LUX","CPI","TOT","AGRWTH","M","2013-07",1.839917,
"LUX","CPI","TOT","AGRWTH","M","2013-08",1.760852,
"LUX","CPI","TOT","AGRWTH","M","2013-09",1.498471,
"LUX","CPI","TOT","AGRWTH","M","2013-10",1.160542,
"LUX","CPI","TOT","AGRWTH","M","2013-11",1.232681,
"LUX","CPI","TOT","AGRWTH","M","2013-12",1.541918,
"LUX","CPI","TOT","AGRWTH","M","2014-01",1.535291,
"LUX","CPI","TOT","AGRWTH","M","2014-02",0.859454,
"LUX","CPI","TOT","AGRWTH","M","2014-03",0.8391467,
"LUX","CPI","TOT","AGRWTH","M","2014-04",0.7777778,
"LUX","CPI","TOT","AGRWTH","M","2014-05",1.032598,
"LUX","CPI","TOT","AGRWTH","M","2014-06",0.8576329,
"LUX","CPI","TOT","AGRWTH","M","2014-07",0.990099,
"LUX","CPI","TOT","AGRWTH","M","2014-08",0.5935614,
"LUX","CPI","TOT","AGRWTH","M","2014-09",0.3314251,
"LUX","CPI","TOT","AGRWTH","M","2014-10",0.301902,
"LUX","CPI","TOT","AGRWTH","M","2014-11",0.07044379,
"LUX","CPI","TOT","AGRWTH","M","2014-12",-0.6134352,
"LUX","CPI","TOT","AGRWTH","M","2015-01",-0.3551857,
"LUX","CPI","TOT","AGRWTH","M","2015-02",0.09022556,
"LUX","CPI","TOT","AGRWTH","M","2015-03",0.2406256,
"LUX","CPI","TOT","AGRWTH","M","2015-04",0.2605994,
"LUX","CPI","TOT","AGRWTH","M","2015-05",0.6513026,
"LUX","CPI","TOT","AGRWTH","M","2015-06",0.6802721,
"LUX","CPI","TOT","AGRWTH","M","2015-07",0.6468567,
"LUX","CPI","TOT","AGRWTH","M","2015-08",0.550055,
"LUX","CPI","TOT","AGRWTH","M","2015-09",0.4804805,
"LUX","CPI","TOT","AGRWTH","M","2015-10",0.5317548,
"LUX","CPI","TOT","AGRWTH","M","2015-11",0.8246179,
"LUX","CPI","TOT","AGRWTH","M","2015-12",1.092786,
"LUX","CPI","TOT","AGRWTH","M","2016-01",0.5295855,
"LUX","CPI","TOT","AGRWTH","M","2016-02",0.1702724,
"LUX","CPI","TOT","AGRWTH","M","2016-03",0.05001,
"LUX","CPI","TOT","AGRWTH","M","2016-04",0.069979,
"LUX","CPI","TOT","AGRWTH","M","2016-05",-0.0298656,
"LUX","CPI","TOT","AGRWTH","M","2016-06",0.01987281,
"LUX","CPI","TOT","AGRWTH","M","2016-07",-0.03012653,
"LUX","CPI","TOT","AGRWTH","M","2016-08",0.1591406,
"LUX","CPI","TOT","AGRWTH","M","2016-09",0.3685993,
"LUX","CPI","TOT","AGRWTH","M","2016-10",0.5189621,
"LUX","CPI","TOT","AGRWTH","M","2016-11",0.5385997,
"LUX","CPI","TOT","AGRWTH","M","2016-12",1.131018,
"LUX","CPI","TOT","AGRWTH","M","2017-01",1.701955,
"LUX","CPI","TOT","AGRWTH","M","2017-02",1.759824,
"LUX","CPI","TOT","AGRWTH","M","2017-03",1.749475,
"LUX","CPI","TOT","AGRWTH","M","2017-04",1.938062,
"LUX","CPI","TOT","AGRWTH","M","2017-05",1.69289,
"LUX","CPI","TOT","AGRWTH","M","2017-06",1.500099,
"LUX","CPI","TOT","AGRWTH","M","2017-07",1.918634,
"LUX","CPI","TOT","AGRWTH","M","2017-08",1.966236,
"LUX","CPI","TOT","AGRWTH","M","2017-09",1.756824,
"LUX","CPI","TOT","AGRWTH","M","2017-10",1.896346,
"LUX","CPI","TOT","AGRWTH","M","2017-11",1.537698,
"LUX","CPI","TOT","AGRWTH","M","2017-12",1.355899,
"LUX","CPI","TOT","AGRWTH","M","2018-01",1.135571,
"LUX","CPI","TOT","AGRWTH","M","2018-02",1.021912,
"LUX","CPI","TOT","AGRWTH","M","2018-03",1.100413,
"LUX","CPI","TOT","AGRWTH","M","2018-04",1.068209,
"LUX","CPI","TOT","AGRWTH","M","2018-05",1.331767,
"LUX","CPI","TOT","AGRWTH","M","2018-06",1.448566,
"LUX","CPI","TOT","AGRWTH","M","2018-07",1.458703,
"LUX","CPI","TOT","AGRWTH","M","2018-08",1.616673,
"LUX","CPI","TOT","AGRWTH","M","2018-09",2.009364,
"LUX","CPI","TOT","AGRWTH","M","2018-10",2.00721,
"LUX","CPI","TOT","AGRWTH","M","2018-11",2.256961,
"LUX","CPI","TOT","AGRWTH","M","2018-12",1.865052,
"LUX","CPI","TOT","AGRWTH","M","2019-01",1.84182,
"LUX","CPI","TOT","AGRWTH","M","2019-02",2.100963,
"LUX","CPI","TOT","AGRWTH","M","2019-03",2.176871,
"LUX","CPI","TOT","AGRWTH","M","2019-04",2.13323,
"LUX","CPI","TOT","AGRWTH","M","2019-05",2.068033,
"LUX","CPI","TOT","AGRWTH","M","2019-06",1.833092,
"LUX","CPI","TOT","AGRWTH","M","2019-07",1.836021,
"LUX","CPI","TOT","AGRWTH","M","2019-08",1.648457,
"LUX","CPI","TOT","AGRWTH","M","2019-09",1.262192,
"LUX","CPI","TOT","AGRWTH","M","2019-10",1.146241,
"LUX","CPI","TOT","AGRWTH","M","2019-11",1.213453,
"LUX","CPI","TOT","AGRWTH","M","2019-12",1.687117,
"MEX","CPI","TOT","AGRWTH","M","2011-01",3.782037,
"MEX","CPI","TOT","AGRWTH","M","2011-02",3.572331,
"MEX","CPI","TOT","AGRWTH","M","2011-03",3.039507,
"MEX","CPI","TOT","AGRWTH","M","2011-04",3.360668,
"MEX","CPI","TOT","AGRWTH","M","2011-05",3.249289,
"MEX","CPI","TOT","AGRWTH","M","2011-06",3.276469,
"MEX","CPI","TOT","AGRWTH","M","2011-07",3.547162,
"MEX","CPI","TOT","AGRWTH","M","2011-08",3.423692,
"MEX","CPI","TOT","AGRWTH","M","2011-09",3.136774,
"MEX","CPI","TOT","AGRWTH","M","2011-10",3.195647,
"MEX","CPI","TOT","AGRWTH","M","2011-11",3.482694,
"MEX","CPI","TOT","AGRWTH","M","2011-12",3.818757,
"MEX","CPI","TOT","AGRWTH","M","2012-01",4.046773,
"MEX","CPI","TOT","AGRWTH","M","2012-02",3.868634,
"MEX","CPI","TOT","AGRWTH","M","2012-03",3.729278,
"MEX","CPI","TOT","AGRWTH","M","2012-04",3.412079,
"MEX","CPI","TOT","AGRWTH","M","2012-05",3.851228,
"MEX","CPI","TOT","AGRWTH","M","2012-06",4.335223,
"MEX","CPI","TOT","AGRWTH","M","2012-07",4.419972,
"MEX","CPI","TOT","AGRWTH","M","2012-08",4.567938,
"MEX","CPI","TOT","AGRWTH","M","2012-09",4.771766,
"MEX","CPI","TOT","AGRWTH","M","2012-10",4.596095,
"MEX","CPI","TOT","AGRWTH","M","2012-11",4.179852,
"MEX","CPI","TOT","AGRWTH","M","2012-12",3.56829,
"MEX","CPI","TOT","AGRWTH","M","2013-01",3.254574,
"MEX","CPI","TOT","AGRWTH","M","2013-02",3.552289,
"MEX","CPI","TOT","AGRWTH","M","2013-03",4.252267,
"MEX","CPI","TOT","AGRWTH","M","2013-04",4.649423,
"MEX","CPI","TOT","AGRWTH","M","2013-05",4.631421,
"MEX","CPI","TOT","AGRWTH","M","2013-06",4.088026,
"MEX","CPI","TOT","AGRWTH","M","2013-07",3.472619,
"MEX","CPI","TOT","AGRWTH","M","2013-08",3.45653,
"MEX","CPI","TOT","AGRWTH","M","2013-09",3.390295,
"MEX","CPI","TOT","AGRWTH","M","2013-10",3.359115,
"MEX","CPI","TOT","AGRWTH","M","2013-11",3.618692,
"MEX","CPI","TOT","AGRWTH","M","2013-12",3.974041,
"MEX","CPI","TOT","AGRWTH","M","2014-01",4.48281,
"MEX","CPI","TOT","AGRWTH","M","2014-02",4.234437,
"MEX","CPI","TOT","AGRWTH","M","2014-03",3.758647,
"MEX","CPI","TOT","AGRWTH","M","2014-04",3.496709,
"MEX","CPI","TOT","AGRWTH","M","2014-05",3.510224,
"MEX","CPI","TOT","AGRWTH","M","2014-06",3.752589,
"MEX","CPI","TOT","AGRWTH","M","2014-07",4.072406,
"MEX","CPI","TOT","AGRWTH","M","2014-08",4.149911,
"MEX","CPI","TOT","AGRWTH","M","2014-09",4.217584,
"MEX","CPI","TOT","AGRWTH","M","2014-10",4.297757,
"MEX","CPI","TOT","AGRWTH","M","2014-11",4.167869,
"MEX","CPI","TOT","AGRWTH","M","2014-12",4.081322,
"MEX","CPI","TOT","AGRWTH","M","2015-01",3.065642,
"MEX","CPI","TOT","AGRWTH","M","2015-02",3.000266,
"MEX","CPI","TOT","AGRWTH","M","2015-03",3.137075,
"MEX","CPI","TOT","AGRWTH","M","2015-04",3.062327,
"MEX","CPI","TOT","AGRWTH","M","2015-05",2.876643,
"MEX","CPI","TOT","AGRWTH","M","2015-06",2.87078,
"MEX","CPI","TOT","AGRWTH","M","2015-07",2.739047,
"MEX","CPI","TOT","AGRWTH","M","2015-08",2.587317,
"MEX","CPI","TOT","AGRWTH","M","2015-09",2.518892,
"MEX","CPI","TOT","AGRWTH","M","2015-10",2.479728,
"MEX","CPI","TOT","AGRWTH","M","2015-11",2.214853,
"MEX","CPI","TOT","AGRWTH","M","2015-12",2.130813,
"MEX","CPI","TOT","AGRWTH","M","2016-01",2.613105,
"MEX","CPI","TOT","AGRWTH","M","2016-02",2.867251,
"MEX","CPI","TOT","AGRWTH","M","2016-03",2.60101,
"MEX","CPI","TOT","AGRWTH","M","2016-04",2.541579,
"MEX","CPI","TOT","AGRWTH","M","2016-05",2.596662,
"MEX","CPI","TOT","AGRWTH","M","2016-06",2.537988,
"MEX","CPI","TOT","AGRWTH","M","2016-07",2.654829,
"MEX","CPI","TOT","AGRWTH","M","2016-08",2.727437,
"MEX","CPI","TOT","AGRWTH","M","2016-09",2.968949,
"MEX","CPI","TOT","AGRWTH","M","2016-10",3.063623,
"MEX","CPI","TOT","AGRWTH","M","2016-11",3.305351,
"MEX","CPI","TOT","AGRWTH","M","2016-12",3.360274,
"MEX","CPI","TOT","AGRWTH","M","2017-01",4.718281,
"MEX","CPI","TOT","AGRWTH","M","2017-02",4.864232,
"MEX","CPI","TOT","AGRWTH","M","2017-03",5.352562,
"MEX","CPI","TOT","AGRWTH","M","2017-04",5.81717,
"MEX","CPI","TOT","AGRWTH","M","2017-05",6.164014,
"MEX","CPI","TOT","AGRWTH","M","2017-06",6.313656,
"MEX","CPI","TOT","AGRWTH","M","2017-07",6.438164,
"MEX","CPI","TOT","AGRWTH","M","2017-08",6.663488,
"MEX","CPI","TOT","AGRWTH","M","2017-09",6.347847,
"MEX","CPI","TOT","AGRWTH","M","2017-10",6.371532,
"MEX","CPI","TOT","AGRWTH","M","2017-11",6.634523,
"MEX","CPI","TOT","AGRWTH","M","2017-12",6.773048,
"MEX","CPI","TOT","AGRWTH","M","2018-01",5.545835,
"MEX","CPI","TOT","AGRWTH","M","2018-02",5.339217,
"MEX","CPI","TOT","AGRWTH","M","2018-03",5.035412,
"MEX","CPI","TOT","AGRWTH","M","2018-04",4.550784,
"MEX","CPI","TOT","AGRWTH","M","2018-05",4.506269,
"MEX","CPI","TOT","AGRWTH","M","2018-06",4.646858,
"MEX","CPI","TOT","AGRWTH","M","2018-07",4.811406,
"MEX","CPI","TOT","AGRWTH","M","2018-08",4.904528,
"MEX","CPI","TOT","AGRWTH","M","2018-09",5.019574,
"MEX","CPI","TOT","AGRWTH","M","2018-10",4.903636,
"MEX","CPI","TOT","AGRWTH","M","2018-11",4.716534,
